receiver_player_id,receiver_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,wrTier,tier,totalEPA,totalTD,tgt_share,numYards,numRec,conversion,explosive_rate,avg_separation,avg_intended_air_yards,catch_percentage,yac_above_expected,third_down_rate,EPA_rank,td_rank,tgt_rank,YPG_rank,conversion_rank,explosive_rank,sep_rank,intended_air_rank,catch_rank,third_down_rank,yacOE_rank,EPA_rank_num,td_rank_num,tgt_rank_num,YPG_rank_num,conversion_rank_num,explosive_rank_num,sep_rank_num,intended_air_rank_num,catch_rank_num,third_down_rank_num,yacOE_rank_num
00-0038559,Mi.Wilson,ARI,ARI,2024,WR,16,70,0.493,8,8,10.12,5,0.1322,548,47,0.375,0.183,2.81,11.3,67.838,0.51,0.45,0.4605263157894737,0.6030534351145038,0.4961832061068702,0.42748091603053434,0.7448275862068966,0.42657342657342656,0.4605263157894737,0.5526315789473685,0.6710526315789473,0.5855263157894737,0.5,83,53,67,76,37,83,83,69,51,63,77
00-0036345,K.Osborn,MIN,MIN,2023,WR,16,70,0.4883,8,8,6.3,4,0.117,540,48,0.273,0.147,3.22,9.35,65.718,-0.32,0.455,0.4657534246575342,0.6214285714285714,0.5,0.5071428571428571,0.6222222222222222,0.3142857142857143,0.7602739726027398,0.3082191780821918,0.6438356164383562,0.6344827586206897,0.22758620689655173,79,52,71,70,52,97,36,102,53,50,113
00-0034353,A.Miller,CHI,CHI,2019,WR,16,70,0.4877,8,8,20.28,2,0.1364,656,52,0.2,0.188,3.16,11.12,60.617,-0.15,0.524,0.7218934911242604,0.3007518796992481,0.49624060150375937,0.518796992481203,0.48366013071895425,0.5031446540880503,0.757396449704142,0.4970414201183432,0.48520710059171596,0.7738095238095238,0.2874251497005988,48,90,68,65,77,80,42,86,88,39,120
00-0027891,G.Tate,PHI,PHI,2018,WR,8,70,0.4415,8,8,5.07,1,0.1475,274,30,0.077,0.105,2.83,6.72,67.94,1.62,0.35,0.38125,0.21487603305785125,0.5619834710743802,0.4049586776859504,0.16556291390728478,0.1346153846153846,0.49375,0.1,0.68125,0.325,0.8805031446540881,100,91,54,73,126,134,81,144,51,107,19
00-0033591,N.Brown,DAL,DAL,2022,WR,16,70,0.4384,8,8,-3.53,5,0.1351,555,43,0.214,0.147,2.43,12.4,61.836,0.26,0.385,0.14093959731543623,0.7,0.5181818181818182,0.4727272727272727,0.5428571428571428,0.2777777777777778,0.174496644295302,0.7181208053691275,0.436241610738255,0.37583892617449666,0.436241610738255,129,34,54,59,63,105,124,43,85,94,85
00-0032966,C.Coleman,CLE,CLE,2017,WR,9,70,0.4255,8,8,-10.24,2,0.1752,305,23,0.286,0.19,2.42,14.34,43.248,-0.87,0.357,0.09933774834437085,0.5350877192982456,0.6842105263157895,0.42105263157894735,0.6950354609929078,0.6197183098591549,0.36423841059602646,0.8609271523178808,0.1390728476821192,0.36423841059602646,0.09271523178807947,137,53,37,67,44,55,97,22,131,97,138
00-0033009,T.Boyd,CIN,CIN,2016,WR,16,70,0.3832,8,8,5.41,1,0.1346,603,54,0.1,0.136,2.64,9.6,72.257,-1.05,0.516,0.4064516129032258,0.1509433962264151,0.4339622641509434,0.4528301886792453,0.2857142857142857,0.2702702702702703,0.4967741935483871,0.2838709677419355,0.8838709677419355,0.8311688311688312,0.2064516129032258,93,90,61,59,106,109,79,112,19,27,124
00-0035406,L.Humphrey,NO,NO,2021,WR,10,71,0.5316,8,8,4.86,3,0.0611,249,13,0.5,0.368,3.75,6.2,60,12.87,0.6,0.35119047619047616,0.6711409395973155,0.16778523489932887,0.33557046979865773,0.8695652173913043,1,0.9047619047619048,0.08333333333333333,0.39880952380952384,0.8928571428571429,1,110,50,125,100,12,1,17,155,102,17,1
00-0027150,J.Edelman,NE,NE,2020,WR,6,71,0.5181,8,8,-0.35,1,0.2021,315,21,0,0.256,2.67,9.8,52.165,-0.47,0.375,0.14545454545454545,0.3691275167785235,0.8187919463087249,0.6845637583892618,0,0.8417721518987342,0.36363636363636365,0.4121212121212121,0.1393939393939394,0.28484848484848485,0.19393939393939394,142,91,28,48,119,26,106,98,143,119,134
00-0037666,J.Tolbert,DAL,DAL,2024,WR,17,71,0.4898,8,8,25.22,7,0.117,610,49,0.538,0.19,2.7,12.72,61.707,-0.1,0.364,0.7236842105263158,0.7404580152671756,0.3893129770992366,0.4580152671755725,0.8827586206896552,0.4965034965034965,0.3881578947368421,0.756578947368421,0.4407894736842105,0.3355263157894737,0.27631578947368424,43,34,81,72,18,73,94,38,86,102,111
00-0031549,N.Agholor,BAL,BAL,2023,WR,17,71,0.4797,8,8,17.87,4,0.0841,381,35,0.429,0.2,3.35,9.96,88.222,-0.85,0.533,0.6506849315068494,0.5785714285714286,0.35,0.36428571428571427,0.8666666666666667,0.5857142857142857,0.7945205479452054,0.3904109589041096,0.9931506849315068,0.8482758620689655,0.10344827586206896,52,60,92,90,19,56,31,90,2,23,131
00-0034521,A.Lazard,GB,GB,2019,WR,15,71,0.4779,8,8,28.52,3,0.0852,477,35,0,0.231,2.78,12.99,67.144,-0.3,0.632,0.7869822485207101,0.46616541353383456,0.2556390977443609,0.43609022556390975,0,0.7358490566037735,0.5502958579881657,0.7159763313609467,0.757396449704142,0.9345238095238095,0.20359281437125748,37,71,100,76,118,43,77,49,42,11,134
00-0034279,E.St. Brown,GB,GB,2018,WR,11,71,0.4412,8,8,10.27,0,0.0699,328,21,0,0.333,3.17,14.11,73.333,4.63,0.333,0.54375,0,0.1652892561983471,0.3140495867768595,0,0.9615384615384616,0.7625,0.81875,0.85,0.25,0.9748427672955975,74,116,102,84,140,7,39,30,25,114,5
00-0031763,D.Carter,LAC,LAC,2022,WR,17,71,0.4353,8,8,13.81,3,0.0867,538,46,0,0.185,2.94,9.16,64.493,0.58,0.588,0.6040268456375839,0.38181818181818183,0.23636363636363636,0.39090909090909093,0,0.4930555555555556,0.5369127516778524,0.3288590604026846,0.5771812080536913,0.912751677852349,0.5771812080536913,60,66,85,68,103,74,70,101,64,14,64
00-0031339,D.Moncrief,IND,IND,2017,WR,12,71,0.4255,8,8,17.19,2,0.1101,391,26,0.143,0.191,2.17,13.05,53.562,-0.19,0.4,0.7284768211920529,0.4298245614035088,0.32456140350877194,0.39473684210526316,0.375886524822695,0.6338028169014085,0.17218543046357615,0.695364238410596,0.3576158940397351,0.4304635761589404,0.3443708609271523,42,66,78,70,88,53,126,47,98,83,100
00-0026224,H.Douglas,TEN,TEN,2016,WR,11,71,0.383,8,8,-2.12,1,0.0573,210,15,0,0.273,3.08,7.16,61.667,2.08,0.5,0.14838709677419354,0.20754716981132076,0.10377358490566038,0.1792452830188679,0,0.9256756756756757,0.7806451612903226,0.13548387096774195,0.5806451612903226,0.7207792207792207,0.9483870967741935,133,85,96,88,123,12,35,135,66,34,9
00-0032951,L.Treadwell,JAX,JAX,2021,WR,12,72,0.5316,8,8,23.13,1,0.1175,434,33,0.167,0.216,2.89,11.96,71.005,0.72,0.471,0.7440476190476191,0.2684563758389262,0.4429530201342282,0.5033557046979866,0.40372670807453415,0.7197452229299363,0.5238095238095238,0.6309523809523809,0.8333333333333334,0.6369047619047619,0.6428571428571429,44,108,84,75,96,45,81,63,29,59,61
00-0035592,T.Fulgham,PHI,PHI,2020,WR,13,72,0.5161,8,8,23.92,4,0.1276,539,38,0.3,0.239,2.35,12.94,51.299,0.42,0.4,0.6727272727272727,0.6375838926174496,0.436241610738255,0.5033557046979866,0.6363636363636364,0.7468354430379747,0.1393939393939394,0.7212121212121212,0.12121212121212122,0.3393939393939394,0.5757575757575758,55,55,85,75,55,41,143,47,146,108,71
00-0034407,R.McCloud,ATL,ATL,2024,WR,17,72,0.4868,8,8,5.63,1,0.1477,686,62,0.167,0.172,3.12,7.45,70.814,1.89,0.478,0.375,0.12213740458015267,0.5419847328244275,0.5190839694656488,0.32413793103448274,0.35664335664335667,0.618421052631579,0.15789473684210525,0.7894736842105263,0.6776315789473685,0.8881578947368421,96,115,61,64,96,93,59,129,33,49,18
00-0027874,D.Thomas,NYJ,NYJ,2019,WR,11,72,0.4778,8,8,10.3,1,0.1443,433,36,0.167,0.19,2.47,10.92,63.788,0.64,0.375,0.5384615384615384,0.2631578947368421,0.5112781954887218,0.5037593984962406,0.38562091503267976,0.5157232704402516,0.2603550295857988,0.47928994082840237,0.6331360946745562,0.35119047619047616,0.6646706586826348,79,98,66,67,92,78,126,89,63,110,57
00-0035662,M.Brown,ARI,ARI,2023,WR,14,72,0.4753,8,8,-7.58,4,0.2084,574,51,0.25,0.115,2.51,11.68,53.151,-0.39,0.412,0.1095890410958904,0.6714285714285714,0.8214285714285714,0.6071428571428571,0.5111111111111111,0.17857142857142858,0.22602739726027396,0.6301369863013698,0.2054794520547945,0.496551724137931,0.1793103448275862,131,47,26,56,56,116,114,55,117,74,120
00-0032054,B.Perriman,CLE,CLE,2018,WR,10,72,0.4337,8,8,19.24,2,0.071,340,16,0,0.44,1.49,19.39,33.333,0.6,0.5,0.7,0.39669421487603307,0.18181818181818182,0.39669421487603307,0,1,0.01875,0.9875,0.03125,0.6875,0.610062893081761,49,72,100,74,131,1,158,3,155,51,63
00-0035864,K.Hinton,DEN,DEN,2022,WR,12,72,0.4245,8,8,16.51,0,0.0738,311,24,0,0.212,4.36,6.97,72.963,1.43,0.667,0.6442953020134228,0,0.15454545454545454,0.2727272727272727,0,0.6875,0.9731543624161074,0.1610738255033557,0.8389261744966443,0.959731543624161,0.8187919463087249,54,103,94,81,117,46,5,126,25,6,28
00-0033009,T.Boyd,CIN,CIN,2017,WR,10,72,0.4172,8,8,4.94,2,0.0894,225,22,0.5,0.094,2.55,7.64,77.381,1.08,0.5,0.48344370860927155,0.5,0.2543859649122807,0.2543859649122807,0.9148936170212766,0.08450704225352113,0.4900662251655629,0.15894039735099338,0.9602649006622517,0.7947019867549668,0.8609271523178808,79,58,86,86,10,131,78,128,7,27,22
00-0030578,C.Patterson,MIN,MIN,2016,WR,16,72,0.3807,8,8,4.67,2,0.1116,453,52,0.25,0.1,3.36,4.53,76.473,0.55,0.273,0.3741935483870968,0.22641509433962265,0.29245283018867924,0.29245283018867924,0.564625850340136,0.07432432432432433,0.8709677419354839,0.03870967741935484,0.9419354838709677,0.14285714285714285,0.8064516129032258,98,80,76,76,61,135,21,150,10,133,31
00-0036550,R.Bateman,BAL,BAL,2021,WR,12,73,0.5315,8,8,14.88,1,0.1399,515,46,0.167,0.176,2.73,9.04,67.702,0.71,0.429,0.6309523809523809,0.2684563758389262,0.5838926174496645,0.610738255033557,0.40372670807453415,0.4840764331210191,0.4166666666666667,0.3333333333333333,0.7083333333333334,0.5297619047619048,0.6309523809523809,63,107,63,59,95,81,99,113,50,79,63
00-0034775,C.Kirk,ARI,ARI,2020,WR,14,73,0.5039,8,8,11.2,6,0.1488,621,48,0.286,0.152,3.29,11.54,59.052,-0.74,0.316,0.4484848484848485,0.8322147651006712,0.5838926174496645,0.5570469798657718,0.6233766233766234,0.2721518987341772,0.7515151515151515,0.5757575757575758,0.2909090909090909,0.17575757575757575,0.10909090909090909,92,26,63,67,59,116,42,71,118,137,148
00-0036261,B.Aiyuk,SF,SF,2024,WR,7,73,0.4825,8,8,12.81,0,0.2035,369,25,0,0.191,2.26,12.72,51.884,0.69,0.4,0.5263157894736842,0,0.732824427480916,0.6946564885496184,0,0.5034965034965035,0.1118421052631579,0.7631578947368421,0.19736842105263158,0.4144736842105263,0.5855263157894737,73,117,36,41,127,72,136,37,123,90,64
00-0031934,D.Smith,DAL,DAL,2019,WR,4,73,0.4734,8,8,7.64,1,0.0698,113,5,0,0.333,1.46,25.49,40,6.35,0.5,0.47928994082840237,0.5488721804511278,0.19548872180451127,0.39097744360902253,0,0.9937106918238994,0.005917159763313609,0.9940828402366864,0.05917159763313609,0.6309523809523809,0.9820359281437125,89,59,108,82,117,1,169,2,156,60,4
00-0036309,D.Mooney,CHI,CHI,2023,WR,15,73,0.4709,8,8,-4.8,2,0.1196,414,31,0.125,0.164,3.2,9.24,54.145,2.46,0.389,0.14383561643835616,0.45,0.5142857142857142,0.42142857142857143,0.3333333333333333,0.4,0.7465753424657534,0.2945205479452055,0.23972602739726026,0.4482758620689655,0.9310344827586207,126,78,69,82,91,85,38,104,112,81,11
00-0028237,C.Hogan,NE,NE,2018,WR,16,73,0.4334,8,8,21.28,3,0.0926,532,35,0.143,0.291,3.05,11.33,51.916,-0.03,0.273,0.71875,0.35537190082644626,0.2727272727272727,0.38016528925619836,0.2582781456953642,0.9102564102564102,0.675,0.58125,0.16875,0.15,0.3081761006289308,46,78,89,76,107,15,53,68,134,137,111
00-0033466,I.McKenzie,BUF,BUF,2022,WR,15,73,0.422,8,8,11.36,4,0.1138,423,42,0.333,0.138,3.19,8.57,63.632,-0.24,0.684,0.5302013422818792,0.5636363636363636,0.38181818181818183,0.3181818181818182,0.7928571428571428,0.2361111111111111,0.7248322147651006,0.2550335570469799,0.5234899328859061,0.9731543624161074,0.24161073825503357,71,49,69,76,26,111,42,112,72,5,114
00-0032791,J.Grant,MIA,MIA,2017,WR,13,73,0.4085,8,8,5.62,2,0.0346,203,13,0,0.182,3.5,6.42,63.333,9.69,0.125,0.5033112582781457,0.41228070175438597,0.07017543859649122,0.18421052631578946,0,0.5774647887323944,0.9205298013245033,0.08609271523178808,0.7086092715231788,0.07947019867549669,1,76,68,107,94,111,59,13,139,45,140,1
00-0032208,P.Dorsett,IND,IND,2016,WR,15,73,0.3741,8,8,5.4,3,0.1007,528,33,0,0.203,2.54,13.39,52.871,-1.26,0.375,0.4,0.41509433962264153,0.2641509433962264,0.39622641509433965,0,0.7162162162162162,0.432258064516129,0.6580645161290323,0.2709677419354839,0.36363636363636365,0.14193548387096774,94,60,79,65,118,43,89,54,114,98,134
00-0031382,J.Landry,CLE,CLE,2021,WR,12,74,0.5239,8,8,-13.18,2,0.218,583,52,0.1,0.126,3.16,7.91,62.034,0.34,0.333,0.017857142857142856,0.40268456375838924,0.87248322147651,0.6845637583892618,0.3167701863354037,0.2229299363057325,0.6666666666666666,0.20238095238095238,0.5238095238095238,0.30357142857142855,0.5178571428571429,166,87,20,48,111,123,57,135,81,113,82
00-0035535,D.Slayton,NYG,NYG,2020,WR,16,74,0.5004,8,8,16.85,3,0.1687,751,50,0.1,0.198,2.27,13.18,51.011,0.09,0.409,0.593939393939394,0.40268456375838924,0.6644295302013423,0.5973154362416108,0.2857142857142857,0.5443037974683544,0.11515151515151516,0.7333333333333333,0.11515151515151516,0.4,0.41818181818181815,68,86,51,61,111,73,147,45,147,100,97
00-0031549,N.Agholor,PHI,PHI,2019,WR,11,74,0.4707,8,8,-3.46,3,0.1631,363,39,0.429,0.116,3.31,10.73,53.125,0.43,0.5,0.1301775147928994,0.6015037593984962,0.6165413533834586,0.45112781954887216,0.8235294117647058,0.16352201257861634,0.8579881656804734,0.44970414201183434,0.20710059171597633,0.6309523809523809,0.592814371257485,148,54,52,74,24,134,25,94,135,58,69
00-0032464,K.Raymond,DET,DET,2023,WR,17,74,0.4705,8,8,29.94,1,0.069,489,35,0,0.25,3.44,12.53,83.333,-0.28,0.545,0.815068493150685,0.17142857142857143,0.2571428571428571,0.45714285714285713,0,0.8,0.8287671232876712,0.6917808219178082,0.9657534246575342,0.8689655172413793,0.23448275862068965,28,115,105,77,117,29,26,46,4,19,112
00-0038619,A.Iosivas,CIN,CIN,2024,WR,17,74,0.463,8,8,23.96,6,0.087,479,36,0.6,0.23,2.99,8.5,65.111,-0.17,0.583,0.6907894736842105,0.6259541984732825,0.2366412213740458,0.3435114503816794,0.903448275862069,0.7552447552447552,0.5460526315789473,0.24342105263157895,0.5394736842105263,0.9013157894736842,0.25,48,49,101,87,14,36,70,116,71,16,115
00-0032128,C.Conley,KC,KC,2018,WR,16,74,0.4317,8,8,10.67,5,0.0854,334,32,0.5,0.192,3.45,9.99,59.76,0.46,0.545,0.55625,0.5619834710743802,0.23140495867768596,0.21487603305785125,0.8741721854304636,0.5897435897435898,0.875,0.4,0.35625,0.7875,0.5471698113207547,72,54,94,96,11,65,21,97,104,33,73
00-0032464,K.Raymond,DET,DET,2022,WR,17,74,0.4105,8,8,21.02,0,0.1046,616,47,0,0.266,3,9.58,68.465,-1.09,0.391,0.7181208053691275,0,0.32727272727272727,0.4818181818181818,0,0.8680555555555556,0.5906040268456376,0.37583892617449666,0.7114093959731543,0.40268456375838924,0.053691275167785234,43,102,75,58,116,20,62,94,44,89,142
00-0028091,J.Kerley,NYJ,NYJ,2017,WR,8,74,0.4082,8,8,16.03,1,0.1047,225,22,0,0.148,4.1,5.68,100,-0.75,0.615,0.695364238410596,0.2631578947368421,0.30701754385964913,0.2982456140350877,0,0.3873239436619718,0.9801324503311258,0.046357615894039736,0.9933774834437086,0.9403973509933775,0.09933774834437085,47,82,80,81,114,88,4,145,1,9,137
00-0032778,T.Sharpe,TEN,TEN,2016,WR,16,74,0.3587,8,8,5.8,2,0.156,522,41,0,0.145,1.97,14.4,50.324,-0.52,0.364,0.41935483870967744,0.22641509433962265,0.5094339622641509,0.330188679245283,0,0.3310810810810811,0.12903225806451613,0.7806451612903226,0.22580645161290322,0.35064935064935066,0.45806451612903226,91,79,53,72,122,100,136,35,121,101,85
00-0035414,J.Guyton,LAC,LAC,2021,WR,16,75,0.5237,8,8,26.99,3,0.0712,448,31,0.143,0.271,3.87,8.89,52.812,1.16,0.562,0.7857142857142857,0.4563758389261745,0.2348993288590604,0.3825503355704698,0.36645962732919257,0.910828025477707,0.9226190476190477,0.2916666666666667,0.18452380952380953,0.8154761904761905,0.7857142857142857,37,81,115,93,100,15,14,120,138,32,37
00-0026035,D.Amendola,DET,DET,2020,WR,14,75,0.4992,8,8,12.32,1,0.1292,602,46,0,0.275,3.17,8.59,64.83,0.39,0.462,0.503030303030303,0.1610738255033557,0.44966442953020136,0.5369127516778524,0,0.8860759493670886,0.6727272727272727,0.24848484848484848,0.5272727272727272,0.5151515151515151,0.5575757575757576,83,123,83,70,129,19,55,125,79,80,74
00-0031868,D.Byrd,ARI,ARI,2019,WR,11,75,0.4693,8,8,14.25,1,0.1087,359,32,0.333,0.109,3.25,8.71,73.32,1.17,0.462,0.6094674556213018,0.2631578947368421,0.39097744360902253,0.44360902255639095,0.7254901960784313,0.12578616352201258,0.8284023668639053,0.23668639053254437,0.893491124260355,0.5714285714285714,0.8023952095808383,67,99,82,75,42,140,30,130,19,72,34
00-0032543,A.Erickson,LAC,LAC,2023,WR,8,75,0.464,8,8,5.39,1,0.0876,227,16,0.5,0.276,2.55,9.59,47.262,0.86,0.417,0.4246575342465753,0.4142857142857143,0.37857142857142856,0.4357142857142857,0.8962962962962963,0.9,0.2671232876712329,0.3287671232876712,0.1095890410958904,0.5103448275862069,0.6689655172413793,85,80,88,80,10,15,108,99,131,72,49
00-0035208,O.Zaccheaus,WAS,WAS,2024,WR,17,75,0.4557,8,8,25.08,3,0.1111,506,45,0.25,0.125,3.9,7.16,71.879,0.78,0.368,0.7171052631578947,0.3511450381679389,0.366412213740458,0.37404580152671757,0.5172413793103449,0.17482517482517482,0.9078947368421053,0.13815789473684212,0.8289473684210527,0.35526315789473684,0.6052631578947368,44,83,84,83,65,119,15,132,27,99,61
00-0032791,J.Grant,MIA,MIA,2018,WR,10,75,0.4276,8,8,11.3,2,0.1015,268,21,0.5,0.206,3.69,11.1,60.714,0.22,0.333,0.59375,0.39669421487603307,0.2892561983471074,0.2644628099173554,0.8741721854304636,0.6794871794871795,0.94375,0.5375,0.44375,0.25,0.44025157232704404,66,73,87,90,14,51,10,75,90,117,90
00-0029293,M.Jones,JAX,JAX,2022,WR,16,75,0.4101,8,8,11.48,3,0.1348,535,46,0.273,0.148,2.25,13.28,58.177,-0.03,0.45,0.5436241610738255,0.42727272727272725,0.509090909090909,0.42727272727272725,0.7,0.2847222222222222,0.12080536912751678,0.8389261744966443,0.3288590604026846,0.5838926174496645,0.3087248322147651,69,64,55,64,43,103,132,25,101,63,104
00-0032760,J.Doctson,WAS,WAS,2017,WR,16,75,0.4048,8,8,-5.44,6,0.1343,502,35,0.25,0.103,2.44,13.76,49.394,0.61,0.111,0.16556291390728478,0.7456140350877193,0.42105263157894735,0.3684210526315789,0.5390070921985816,0.11971830985915492,0.39072847682119205,0.7682119205298014,0.1986754966887417,0.0728476821192053,0.7152317880794702,127,29,67,73,50,126,93,36,122,141,44
00-0032128,C.Conley,KC,KC,2016,WR,16,75,0.3455,8,8,15.65,0,0.1192,530,44,0,0.13,2.75,10.65,65.232,-0.8,0.381,0.6193548387096774,0,0.36792452830188677,0.33962264150943394,0,0.22972972972972974,0.6580645161290323,0.38064516129032255,0.6580645161290323,0.38961038961038963,0.3419354838709677,60,96,68,71,127,115,54,97,54,91,103
00-0034765,T.Smith,NO,NO,2021,WR,11,76,0.5192,8,8,12.52,3,0.1321,377,32,0.3,0.176,2.49,9.84,60.607,0.61,0.474,0.5952380952380952,0.5906040268456376,0.5436241610738255,0.47651006711409394,0.6894409937888198,0.4840764331210191,0.23809523809523808,0.4226190476190476,0.47023809523809523,0.6607142857142857,0.5952380952380952,69,62,69,79,51,80,129,98,90,57,69
00-0031325,S.Watkins,KC,KC,2020,WR,10,76,0.4931,8,8,21.29,2,0.1285,421,37,0.222,0.182,3.9,8.29,68.596,-0.78,0.8,0.6363636363636364,0.4429530201342282,0.4429530201342282,0.5167785234899329,0.487012987012987,0.4050632911392405,0.9393939393939394,0.21212121212121213,0.6787878787878788,0.9818181818181818,0.09696969696969697,61,81,84,73,79,90,11,131,54,2,150
00-0032778,T.Sharpe,TEN,TEN,2019,WR,15,76,0.4638,8,8,28.75,4,0.0742,329,25,0.75,0.229,2.15,15.2,83.333,-0.06,0.722,0.7988165680473372,0.5864661654135338,0.21052631578947367,0.2781954887218045,0.9803921568627451,0.7295597484276729,0.14201183431952663,0.9171597633136095,0.9704142011834319,0.9761904761904762,0.33532934131736525,35,56,106,97,3,44,146,15,5,5,112
00-0036988,J.Palmer,LAC,LAC,2024,WR,15,76,0.4534,8,8,27.33,1,0.1362,579,39,0,0.224,2.37,16.6,60.139,-0.08,0.476,0.7631578947368421,0.15267175572519084,0.5038167938931297,0.5038167938931297,0,0.7062937062937062,0.15789473684210525,0.9671052631578947,0.3881578947368421,0.6710526315789473,0.3092105263157895,37,110,66,66,124,43,129,6,94,51,106
00-0036980,E.Moore,CLE,CLE,2023,WR,17,76,0.4468,8,8,-1.75,2,0.1559,640,59,0.143,0.125,3.72,10.68,57.258,0.02,0.333,0.22602739726027396,0.34285714285714286,0.6428571428571429,0.5571428571428572,0.35555555555555557,0.2,0.8835616438356164,0.4931506849315068,0.3356164383561644,0.27586206896551724,0.35172413793103446,114,87,51,63,86,111,18,75,98,103,95
00-0032760,J.Doctson,WAS,WAS,2018,WR,15,76,0.4273,8,8,0.07,3,0.1532,532,44,0.25,0.167,2.53,14.12,60.583,0.21,0.4,0.2125,0.39669421487603307,0.6115702479338843,0.4132231404958678,0.4966887417218543,0.4230769230769231,0.325,0.825,0.43125,0.46875,0.41509433962264153,127,71,48,72,68,90,109,29,92,80,94
00-0034765,T.Smith,NO,NO,2022,WR,15,76,0.409,8,8,7.39,1,0.0578,278,19,0.5,0.296,3.63,15.63,81.667,1.8,0.5,0.40268456375838924,0.13636363636363635,0.10909090909090909,0.15454545454545454,0.95,0.9166666666666666,0.8926174496644296,0.9463087248322147,0.9798657718120806,0.6778523489932886,0.8523489932885906,90,95,99,94,6,11,17,9,4,37,23
00-0030542,T.Williams,DAL,DAL,2017,WR,16,76,0.4008,8,8,1.87,1,0.1521,568,53,0,0.125,3.12,7.72,71.941,-0.93,0.615,0.3576158940397351,0.13157894736842105,0.5350877192982456,0.47368421052631576,0,0.19718309859154928,0.8278145695364238,0.16556291390728478,0.8874172185430463,0.9403973509933775,0.0728476821192053,98,97,54,61,116,114,27,127,18,10,141
00-0030450,Q.Patton,SF,SF,2016,WR,14,76,0.345,8,8,2.47,0,0.1343,408,37,0,0.127,3.33,9.8,59.067,0.14,0.214,0.3032258064516129,0,0.42452830188679247,0.3018867924528302,0,0.20945945945945946,0.864516129032258,0.3096774193548387,0.5225806451612903,0.05844155844155844,0.6838709677419355,109,97,62,75,128,118,22,108,75,146,50
00-0034272,M.Valdes-Scantling,GB,GB,2021,WR,11,77,0.5114,8,8,9.81,3,0.1366,430,26,0.222,0.161,2.32,15.87,50.108,1.25,0.278,0.5119047619047619,0.5906040268456376,0.5570469798657718,0.5637583892617449,0.515527950310559,0.39490445859872614,0.13095238095238096,0.9166666666666666,0.14285714285714285,0.25,0.8035714285714286,83,61,67,66,78,96,147,15,145,127,34
00-0034286,R.James,SF,SF,2020,WR,11,77,0.493,8,8,23.66,1,0.0858,391,23,0,0.286,3.06,11.99,61.593,1.49,0.455,0.6666666666666666,0.2348993288590604,0.28187919463087246,0.4161073825503356,0,0.9177215189873418,0.6,0.6303030303030303,0.38181818181818183,0.49696969696969695,0.8787878787878788,56,114,108,88,125,14,67,62,103,84,21
00-0033282,C.Samuel,CAR,CAR,2019,WR,16,77,0.4577,8,8,8.64,6,0.152,627,54,0.429,0.133,2.57,14.6,53.265,-0.29,0.32,0.514792899408284,0.6917293233082706,0.556390977443609,0.49624060150375937,0.8235294117647058,0.24528301886792453,0.38461538461538464,0.8816568047337278,0.21301775147928995,0.24404761904761904,0.2155688622754491,83,40,60,68,23,121,105,21,134,128,132
00-0039916,R.Pearsall,SF,SF,2024,WR,11,77,0.4497,8,8,7.52,3,0.1284,400,31,0.25,0.149,2.28,10.16,69.812,0.22,0.583,0.4144736842105263,0.5343511450381679,0.46564885496183206,0.46564885496183206,0.5172413793103449,0.25874125874125875,0.11842105263157894,0.40789473684210525,0.7631578947368421,0.9013157894736842,0.4276315789473684,90,61,71,71,64,107,135,91,37,15,88
00-0036849,T.Atwell,LA,LA,2023,WR,16,77,0.4468,8,8,9.33,3,0.1166,485,39,0.333,0.176,2.63,11.01,58.304,-0.42,0.474,0.541095890410959,0.4928571428571429,0.4857142857142857,0.4857142857142857,0.7111111111111111,0.4857142857142857,0.3219178082191781,0.541095890410959,0.3767123287671233,0.7034482758620689,0.1724137931034483,68,72,73,73,33,73,100,68,92,44,121
00-0033943,J.Reynolds,LA,LA,2018,WR,16,77,0.4173,8,8,6.1,5,0.088,402,29,0.286,0.245,2.84,12.15,52.493,0.54,0.417,0.4,0.5619834710743802,0.256198347107438,0.24793388429752067,0.6225165562913907,0.782051282051282,0.5125,0.66875,0.18125,0.53125,0.5849056603773585,97,53,91,92,58,35,79,54,132,76,67
00-0032775,D.Robinson,BAL,BAL,2022,WR,17,77,0.3966,8,8,3.6,2,0.1437,458,48,0.2,0.107,2.82,7.83,74.007,0.59,0.471,0.3087248322147651,0.22727272727272727,0.5545454545454546,0.2909090909090909,0.4928571428571429,0.13194444444444445,0.47651006711409394,0.2080536912751678,0.8590604026845637,0.6577181208053692,0.5906040268456376,104,85,50,79,71,126,79,119,22,52,62
00-0031326,B.Ellington,HOU,HOU,2017,WR,11,77,0.3916,8,8,-0.48,2,0.1365,330,29,0,0.138,2.89,10.49,52.196,-0.1,0.4,0.2980132450331126,0.45614035087719296,0.4473684210526316,0.34210526315789475,0,0.2605633802816901,0.7152317880794702,0.423841059602649,0.304635761589404,0.4304635761589404,0.3841059602649007,107,62,64,75,109,106,44,88,106,84,94
00-0032795,C.Core,CIN,CIN,2016,WR,8,77,0.3449,8,8,1.19,0,0.0928,200,17,0,0.148,3.93,8.21,68.571,1.2,0.143,0.23225806451612904,0,0.24528301886792453,0.2641509433962264,0,0.36486486486486486,0.967741935483871,0.1870967741935484,0.7741935483870968,0.012987012987012988,0.8903225806451613,120,98,81,79,129,94,6,127,36,152,18
