receiver_player_id,receiver_player_name,team,posteam,season,player_position,numGames,myRankNum,myRank,qbTier,tier,TE_tier,totalEPA,totalTD,tgt_share,numYards,numRec,conversion,explosive_rate,avg_separation,avg_intended_air_yards,catch_percentage,yac_above_expected,third_down_rate,EPA_rank,td_rank,tgt_rank,YPG_rank,conversion_rank,explosive_rank,sep_rank,intended_air_rank,catch_rank,third_down_rank,yacOE_rank,EPA_rank_num,td_rank_num,tgt_rank_num,YPG_rank_num,conversion_rank_num,explosive_rank_num,sep_rank_num,intended_air_rank_num,catch_rank_num,third_down_rank_num,yacOE_rank_num
00-0034011,D.Arnold,ARI,ARI,2020,TE,15,25,0.5559,7,7,7,25.69,4,0.0772,417,29,0.5,0.244,3.89,14.74,62.963,0.65,0.4,0.8620689655172413,0.5892857142857143,0.3392857142857143,0.5,0.8245614035087719,0.8596491228070176,0.8103448275862069,1,0.3275862068965517,0.3508771929824561,0.6379310344827587,9,22,38,29,6,9,12,1,40,37,22
00-0038996,T.Kraft,GB,GB,2023,TE,17,25,0.5526,7,7,7,17.77,2,0.0654,355,31,0.25,0.175,3.89,3.43,66.667,0.83,0.556,0.7627118644067796,0.39285714285714285,0.39285714285714285,0.4642857142857143,0.45614035087719296,0.7368421052631579,0.7796610169491526,0.05084745762711865,0.288135593220339,0.7719298245614035,0.7288135593220338,15,32,35,31,29,16,14,57,43,14,17
00-0027696,J.Graham,GB,GB,2019,TE,16,25,0.5363,7,7,7,13.23,3,0.0984,447,38,0.3,0.2,3.88,10.24,60.893,-0.06,0.421,0.7096774193548387,0.37037037037037035,0.5185185185185185,0.5370370370370371,0.5862068965517241,0.6557377049180327,0.8387096774193549,0.8709677419354839,0.3225806451612903,0.46774193548387094,0.3064516129032258,19,33,27,26,25,21,11,9,43,34,44
00-0036290,C.Kmet,CHI,CHI,2024,TE,17,25,0.5183,7,7,7,26.12,4,0.0922,476,47,0.25,0.169,4.51,7.17,85.273,-0.47,0.533,0.8035714285714286,0.6923076923076923,0.4230769230769231,0.46153846153846156,0.5454545454545454,0.6481481481481481,0.8392857142857143,0.6964285714285714,0.9642857142857143,0.8148148148148148,0.14285714285714285,12,15,31,29,25,19,10,18,3,11,49
00-0033611,R.Seals-Jones,ARI,ARI,2017,TE,8,25,0.5127,7,7,7,3.52,3,0.0662,201,12,0.5,0.25,1.83,11.79,50,2.95,0.625,0.4426229508196721,0.8301886792452831,0.3018867924528302,0.49056603773584906,0.847457627118644,0.9166666666666666,0,0.9672131147540983,0.11475409836065574,0.8666666666666667,0.9836065573770492,35,10,38,28,7,6,62,3,52,8,2
00-0029697,C.Fleener,NO,NO,2016,TE,16,25,0.4919,7,7,7,11.44,3,0.1178,631,50,0.105,0.159,2.38,9.8,57.818,-1.08,0.368,0.5666666666666667,0.5,0.4791666666666667,0.6666666666666666,0.10344827586206896,0.5714285714285714,0.2,0.7666666666666667,0.2,0.26666666666666666,0.2,27,24,26,17,53,25,49,15,49,45,49
00-0022943,B.Watson,NO,NO,2018,TE,16,25,0.4692,7,7,7,20.64,2,0.085,400,35,0.222,0.217,2.67,7.92,79.855,-0,0.286,0.7894736842105263,0.24489795918367346,0.46938775510204084,0.4897959183673469,0.42857142857142855,0.7192982456140351,0.19298245614035087,0.5614035087719298,0.8596491228070176,0.2857142857142857,0.24561403508771928,13,36,27,26,33,17,47,26,9,39,44
00-0033757,R.Tonyan,GB,GB,2022,TE,17,25,0.467,7,7,7,3.86,2,0.1126,464,53,0.111,0.149,4.34,5.12,78.297,-1.18,0.412,0.5076923076923077,0.2553191489361702,0.5319148936170213,0.5106382978723404,0.1935483870967742,0.5245901639344263,0.8461538461538461,0.18461538461538463,0.8307692307692308,0.5625,0.07692307692307693,33,36,23,24,49,30,11,54,12,29,61
00-0036894,P.Freiermuth,PIT,PIT,2023,TE,12,26,0.5479,7,7,7,9.54,2,0.1263,310,32,0.286,0.083,3.01,8.02,63.052,0.82,0.474,0.4915254237288136,0.5535714285714286,0.6785714285714286,0.5714285714285714,0.631578947368421,0.12280701754385964,0.1864406779661017,0.8305084745762712,0.2542372881355932,0.5614035087719298,0.711864406779661,31,25,19,25,20,48,49,11,45,26,18
00-0027696,J.Graham,CHI,CHI,2020,TE,16,26,0.5362,7,7,7,7.93,8,0.1169,456,50,0.35,0.105,2.95,7.19,66.305,0.2,0.5,0.46551724137931033,0.8928571428571429,0.6428571428571429,0.5535714285714286,0.6666666666666666,0.2982456140350877,0.39655172413793105,0.43103448275862066,0.41379310344827586,0.543859649122807,0.3793103448275862,32,6,21,26,20,41,36,34,35,26,37
00-0024221,V.Davis,WAS,WAS,2019,TE,4,26,0.5357,7,7,7,-8.93,1,0.118,123,10,0,0.211,3.8,3.43,57.143,8.04,0.143,0.016129032258064516,0.5555555555555556,0.6111111111111112,0.6481481481481481,0,0.7213114754098361,0.8064516129032258,0.04838709677419355,0.22580645161290322,0.04838709677419355,1,62,25,22,20,53,18,13,60,49,60,1
00-0036290,C.Kmet,CHI,CHI,2021,TE,17,26,0.5228,7,7,7,-5.91,0,0.1547,612,60,0,0.14,3.37,6.65,68.195,0.78,0.13,0.125,0,0.7894736842105263,0.7192982456140351,0,0.4166666666666667,0.515625,0.53125,0.5625,0.09836065573770492,0.671875,57,56,13,17,52,36,32,31,29,56,22
00-0032392,A.Hooper,NE,NE,2024,TE,17,26,0.49370000000000003,7,7,7,12.7,3,0.1012,476,45,0.222,0.169,3.26,6.8,75.734,0.52,0.5,0.5892857142857143,0.5576923076923077,0.46153846153846156,0.46153846153846156,0.509090909090909,0.6481481481481481,0.21428571428571427,0.6428571428571429,0.5535714285714286,0.6481481481481481,0.5357142857142857,24,22,29,28,28,20,45,21,26,18,27
00-0032117,N.O'Leary,BUF,BUF,2017,TE,15,26,0.4856,7,7,7,16.05,2,0.0663,322,22,0.333,0.281,3.43,5.41,65.556,0.16,0.455,0.7868852459016393,0.3584905660377358,0.32075471698113206,0.3584905660377358,0.6949152542372882,0.95,0.7868852459016393,0.14754098360655737,0.5573770491803278,0.5833333333333334,0.47540983606557374,14,34,37,35,18,4,14,53,28,26,33
00-0026267,J.Tamme,ATL,ATL,2016,TE,8,26,0.4641,7,7,7,3.75,3,0.1033,210,22,0.273,0.161,2.65,7.65,68.75,0.3,0.333,0.3,0.7708333333333334,0.4583333333333333,0.3958333333333333,0.5862068965517241,0.6071428571428571,0.4,0.45,0.5666666666666667,0.18333333333333332,0.8333333333333334,43,12,27,30,25,23,37,34,27,49,11
00-0033110,T.Higbee,LA,LA,2018,TE,16,26,0.4464,7,7,7,18.77,2,0.0565,292,24,0.333,0.265,2.79,4.12,85.714,0.73,1,0.7017543859649122,0.24489795918367346,0.14285714285714285,0.30612244897959184,0.6071428571428571,0.8596491228070176,0.2807017543859649,0.05263157894736842,0.9649122807017544,0.9642857142857143,0.5964912280701754,18,37,43,35,23,9,42,55,3,2,24
00-0034970,I.Smith,MIN,MIN,2022,TE,8,26,0.4395,7,7,7,-4.33,2,0.115,182,25,0.286,0.111,4.37,5.5,58.611,0.5,0.267,0.09230769230769231,0.6595744680851063,0.574468085106383,0.425531914893617,0.5,0.19672131147540983,0.8615384615384616,0.23076923076923078,0.2,0.3125,0.6307692307692307,60,17,21,28,29,48,10,51,53,45,25
00-0033895,G.Everett,LAC,LAC,2023,TE,15,27,0.5435,7,7,7,7.63,3,0.1173,411,51,0.273,0.1,3.8,3.54,71.225,0.41,0.438,0.3728813559322034,0.6607142857142857,0.6071428571428571,0.6071428571428571,0.5789473684210527,0.22807017543859648,0.6949152542372882,0.06779661016949153,0.4915254237288136,0.43859649122807015,0.6101694915254238,38,20,23,23,25,45,19,56,31,33,24
00-0033879,O.Howard,TB,TB,2020,TE,4,27,0.5289,7,7,7,3.93,2,0.118,146,11,0.333,0.211,3.06,13.1,58.333,-0.88,0.25,0.29310344827586204,0.8928571428571429,0.6607142857142857,0.7321428571428571,0.543859649122807,0.7719298245614035,0.46551724137931033,0.9827586206896551,0.1896551724137931,0.05263157894736842,0.05172413793103448,42,7,20,16,24,13,32,2,48,54,56
00-0029738,D.Fells,HOU,HOU,2019,TE,15,27,0.5267,7,7,7,22.13,7,0.0825,341,34,0.583,0.188,3.71,5.82,77.123,0.92,0.455,0.8064516129032258,0.9074074074074074,0.3333333333333333,0.3888888888888889,0.9655172413793104,0.639344262295082,0.7258064516129032,0.24193548387096775,0.7741935483870968,0.5645161290322581,0.6612903225806451,13,6,37,34,3,23,18,48,15,26,22
00-0031951,J.O'Shaughnessy,JAX,JAX,2021,TE,7,27,0.4964,7,7,7,2.41,0,0.1232,246,24,0,0.143,4.17,5.19,58.75,-1.76,0.5,0.34375,0,0.631578947368421,0.6666666666666666,0,0.48333333333333334,0.859375,0.3125,0.1875,0.6557377049180327,0.03125,43,53,22,20,53,30,10,45,53,21,63
00-0034270,T.Conklin,NYJ,NYJ,2024,TE,16,27,0.4859,7,7,7,11.13,4,0.1176,451,51,0.4,0.11,4.17,5.95,72.783,-0.04,0.381,0.5357142857142857,0.75,0.5,0.5,0.8,0.2962962962962963,0.7321428571428571,0.48214285714285715,0.4107142857142857,0.37037037037037035,0.2857142857142857,27,14,27,27,9,39,16,30,34,34,41
00-0027125,Z.Miller,CHI,CHI,2017,TE,8,27,0.4851,7,7,7,-4.7,2,0.1446,236,20,0.2,0.171,2.46,7.6,58.73,-0.33,0.2,0.13114754098360656,0.6226415094339622,0.7547169811320755,0.6415094339622641,0.3898305084745763,0.6333333333333333,0.18032786885245902,0.4426229508196721,0.29508196721311475,0.15,0.2459016393442623,54,21,14,20,34,23,51,35,44,51,47
00-0027985,L.Kendricks,LA,LA,2016,TE,16,27,0.451,7,7,7,-9.49,2,0.149,499,50,0.333,0.115,2.61,5.65,60.94,-0.25,0.318,0.06666666666666667,0.3125,0.6875,0.4791666666666667,0.6379310344827587,0.32142857142857145,0.35,0.13333333333333333,0.2833333333333333,0.16666666666666666,0.6833333333333333,57,33,16,26,18,39,40,53,44,51,20
00-0034351,D.Goedert,PHI,PHI,2018,TE,16,27,0.4447,7,7,7,12.02,4,0.0691,334,33,0.429,0.182,3.45,7.84,83.75,0.79,0.25,0.5614035087719298,0.5918367346938775,0.2857142857142857,0.40816326530612246,0.7142857142857143,0.631578947368421,0.7192982456140351,0.5263157894736842,0.9473684210526315,0.17857142857142858,0.6491228070175439,26,19,36,30,16,22,17,28,4,44,21
00-0035249,J.Oliver,BAL,BAL,2022,TE,17,27,0.4165,7,7,7,4.89,2,0.0479,149,14,0.2,0.08,4.45,11.87,66.667,1.24,1,0.5384615384615384,0.2553191489361702,0.19148936170212766,0.14893617021276595,0.3387096774193548,0.06557377049180328,0.8769230769230769,0.9384615384615385,0.46153846153846156,0.984375,0.9076923076923077,31,35,39,41,42,58,9,5,33,2,7
00-0038129,C.Otton,TB,TB,2023,TE,17,28,0.5361,7,7,7,12.59,4,0.1097,452,47,0.364,0.119,3.18,6.65,67.538,0.31,0.25,0.6610169491525424,0.6785714285714286,0.5714285714285714,0.5892857142857143,0.7894736842105263,0.2982456140350877,0.2711864406779661,0.5423728813559322,0.3389830508474576,0.08771929824561403,0.5932203389830508,21,16,25,24,13,41,44,28,40,53,25
00-0027981,K.Rudolph,MIN,MIN,2020,TE,12,28,0.5089,7,7,7,7.73,1,0.0972,334,28,0.167,0.211,3.58,6.96,83.75,2.07,0.2,0.43103448275862066,0.17857142857142858,0.48214285714285715,0.5178571428571429,0.17543859649122806,0.7719298245614035,0.7068965517241379,0.29310344827586204,0.9310344827586207,0.03508771929824561,0.9137931034482759,34,47,30,28,47,14,18,42,5,56,6
00-0034988,K.Smith,NYG,NYG,2019,TE,9,28,0.5069,7,7,7,9.9,3,0.1208,268,31,0.429,0.093,2.76,5.1,69.212,-0.78,0.455,0.6290322580645161,0.7407407407407407,0.6296296296296297,0.5740740740740741,0.7931034482758621,0.13114754098360656,0.2903225806451613,0.14516129032258066,0.5483870967741935,0.5645161290322581,0.08064516129032258,24,14,21,24,12,54,45,54,29,27,58
00-0032392,A.Hooper,CLE,CLE,2021,TE,16,28,0.4904,7,7,7,20.02,3,0.1148,347,38,0.231,0.065,2.94,5.27,63.271,0.17,0.222,0.828125,0.49122807017543857,0.5789473684210527,0.47368421052631576,0.45161290322580644,0,0.25,0.34375,0.40625,0.16393442622950818,0.4375,12,29,25,31,35,61,49,43,39,52,37
00-0034383,D.Schultz,HOU,HOU,2024,TE,17,28,0.4852,7,7,7,3.33,2,0.1364,532,53,0.125,0.176,3.2,7.41,57.671,0.49,0.333,0.23214285714285715,0.34615384615384615,0.6538461538461539,0.5576923076923077,0.2909090909090909,0.7222222222222222,0.17857142857142858,0.7857142857142857,0.03571428571428571,0.2222222222222222,0.5178571428571429,44,34,19,24,40,16,47,13,55,43,28
00-0033885,D.Njoku,CLE,CLE,2017,TE,16,28,0.4727,7,7,7,2.99,4,0.0963,386,32,0.111,0.15,2.39,12.08,40.873,0.82,0.235,0.39344262295081966,0.6226415094339622,0.5094339622641509,0.4528301886792453,0.2033898305084746,0.55,0.11475409836065574,1,0.03278688524590164,0.21666666666666667,0.8524590163934426,38,19,27,30,48,28,55,1,60,48,10
00-0032227,J.Heuerman,DEN,DEN,2018,TE,11,28,0.442,7,7,7,-4.74,2,0.1148,281,31,0.154,0.083,3.35,6.8,62.106,0.51,0.214,0.12280701754385964,0.3877551020408163,0.673469387755102,0.5102040816326531,0.2857142857142857,0.07017543859649122,0.6140350877192983,0.38596491228070173,0.21052631578947367,0.125,0.5263157894736842,51,31,17,25,41,53,23,36,46,50,28
00-0027873,J.Gresham,ARI,ARI,2016,TE,16,28,0.436,7,7,7,9.18,2,0.0887,391,37,0.143,0.115,3.04,7.57,64.583,0.31,0.375,0.5166666666666667,0.3125,0.3125,0.375,0.1724137931034483,0.30357142857142855,0.6666666666666666,0.38333333333333336,0.4,0.2833333333333333,0.85,30,30,34,31,48,40,21,38,37,44,10
00-0031260,L.Thomas,WAS,WAS,2022,TE,14,28,0.4141,7,7,7,-8.53,1,0.1206,323,39,0.111,0.115,3.63,7.49,71.616,0.16,0.5,0.03076923076923077,0.19148936170212766,0.6170212765957447,0.44680851063829785,0.1935483870967742,0.2786885245901639,0.5692307692307692,0.6307692307692307,0.676923076923077,0.75,0.4153846153846154,64,39,19,27,50,45,29,25,22,13,39
00-0037809,C.Okonkwo,TEN,TEN,2023,TE,17,29,0.5263,8,8,8,7.76,1,0.1387,528,54,0.167,0.13,3.9,7.04,69.342,-0.31,0.269,0.3898305084745763,0.19642857142857142,0.7321428571428571,0.6607142857142857,0.24561403508771928,0.3684210526315789,0.8135593220338984,0.6779661016949152,0.423728813559322,0.10526315789473684,0.23728813559322035,37,45,16,20,42,37,12,20,35,52,46
00-0035644,N.Fant,DEN,DEN,2019,TE,16,29,0.5005,8,8,8,-0.4,3,0.1211,562,40,0.111,0.242,2.72,7.89,47.232,-0.14,0.222,0.1774193548387097,0.37037037037037035,0.6481481481481481,0.7592592592592593,0.13793103448275862,0.8524590163934426,0.22580645161290322,0.532258064516129,0.03225806451612903,0.20967741935483872,0.27419354838709675,52,35,20,14,51,10,49,30,61,50,46
00-0030181,J.Doyle,IND,IND,2021,TE,17,29,0.4884,8,8,8,11.84,3,0.0808,304,29,0.3,0.111,3.54,7.42,67.054,1.51,0.636,0.703125,0.43859649122807015,0.3684210526315789,0.2807017543859649,0.5645161290322581,0.23333333333333334,0.65625,0.640625,0.546875,0.9180327868852459,0.90625,20,32,37,42,28,47,23,24,30,6,7
00-0033455,A.Firkser,TEN,TEN,2020,TE,16,29,0.4859,8,8,8,18.86,1,0.1033,387,39,0.143,0.094,2.27,7.11,70.65,0.46,0.519,0.7413793103448276,0.05357142857142857,0.5714285714285714,0.44642857142857145,0.15789473684210525,0.19298245614035087,0.15517241379310345,0.3793103448275862,0.603448275862069,0.6666666666666666,0.4827586206896552,16,49,25,32,49,47,50,37,24,20,31
00-0039356,J.Sanders,CAR,CAR,2024,TE,16,29,0.4706,8,8,8,11.65,1,0.0799,342,33,0.167,0.186,4.71,5.57,74.286,0.93,0.364,0.5535714285714286,0.25,0.36538461538461536,0.3269230769230769,0.38181818181818183,0.7592592592592593,0.9464285714285714,0.4107142857142857,0.5,0.3333333333333333,0.8035714285714286,26,39,34,36,35,13,4,34,29,37,12
00-0025418,G.Olsen,CAR,CAR,2017,TE,7,29,0.467,8,8,8,-8.16,1,0.1751,191,17,0,0.079,2.83,10.7,50.694,-0.15,0.167,0.04918032786885246,0.39622641509433965,0.8679245283018868,0.5849056603773585,0,0.1,0.4426229508196721,0.8360655737704918,0.18032786885245902,0.13333333333333333,0.32786885245901637,59,33,8,23,52,55,35,11,51,53,42
00-0033658,B.Jarwin,DAL,DAL,2018,TE,16,29,0.434,8,8,8,17.31,3,0.0617,307,27,0.667,0.167,3.32,8.39,81.548,1.05,0.571,0.6842105263157895,0.40816326530612246,0.1836734693877551,0.32653061224489793,0.9464285714285714,0.49122807017543857,0.5964912280701754,0.6140350877192983,0.9122807017543859,0.8035714285714286,0.7192982456140351,19,28,41,34,4,28,24,23,6,12,17
00-0028067,J.Thomas,JAX,JAX,2016,TE,9,29,0.4172,8,8,8,1.53,4,0.1272,281,30,0.429,0.098,2.8,7.34,58.603,-1.6,0.25,0.21666666666666667,0.9166666666666666,0.5833333333333334,0.5,0.8103448275862069,0.16071428571428573,0.4666666666666667,0.3333333333333333,0.23333333333333334,0.06666666666666667,0.11666666666666667,48,5,21,25,12,48,33,41,47,56,54
00-0036244,C.Parkinson,SEA,SEA,2022,TE,17,29,0.4114,8,8,8,10.22,2,0.0548,322,25,0.167,0.235,2.68,6.42,60.714,-0.09,0.5,0.7384615384615385,0.2553191489361702,0.2553191489361702,0.3617021276595745,0.27419354838709675,0.9180327868852459,0.1076923076923077,0.4153846153846154,0.2923076923076923,0.75,0.3230769230769231,18,34,36,31,46,6,59,39,47,15,45
00-0031260,L.Thomas,WAS,WAS,2023,TE,16,30,0.5137,8,8,8,-4.84,5,0.1188,498,55,0.4,0.114,3.58,6.12,74.426,0.26,0.412,0.0847457627118644,0.8392857142857143,0.625,0.6785714285714286,0.8245614035087719,0.2631578947368421,0.559322033898305,0.4915254237288136,0.6779661016949152,0.40350877192982454,0.5084745762711864,55,10,22,19,10,43,27,31,20,35,30
00-0030549,T.Eifert,CIN,CIN,2019,TE,16,30,0.494,8,8,8,24.25,3,0.0971,438,43,0.2,0.156,1.99,9.02,63.56,-0.09,0.467,0.8548387096774194,0.37037037037037035,0.48148148148148145,0.5,0.3448275862068966,0.4918032786885246,0.03225806451612903,0.6935483870967742,0.43548387096774194,0.6290322580645161,0.2903225806451613,10,30,29,28,36,32,61,20,36,24,45
00-0033217,M.Alie-Cox,IND,IND,2021,TE,17,30,0.4805,8,8,8,8.92,4,0.0808,316,24,0.333,0.2,3.73,10.51,57.778,0.95,0.333,0.609375,0.5789473684210527,0.3684210526315789,0.3157894736842105,0.5967741935483871,0.8333333333333334,0.75,0.9375,0.171875,0.2459016393442623,0.765625,26,23,36,40,26,11,17,5,54,46,16
00-0030061,Z.Ertz,PHI,PHI,2020,TE,11,30,0.4792,8,8,8,-18.21,1,0.1601,337,36,0.125,0.068,3.12,6.88,49.238,0.08,0.333,0.017241379310344827,0.19642857142857142,0.8392857142857143,0.625,0.12280701754385964,0.14035087719298245,0.5517241379310345,0.2413793103448276,0.06896551724137931,0.21052631578947367,0.3275862068965517,58,46,10,22,51,50,27,45,55,46,40
00-0031418,A.Seferian-Jenkins,NYJ,NYJ,2017,TE,13,30,0.459,8,8,8,-7.59,3,0.1663,349,50,0.273,0.068,2.89,6.99,67.096,-1.23,0.333,0.06557377049180328,0.5849056603773585,0.8490566037735849,0.5660377358490566,0.6440677966101694,0.05,0.5081967213114754,0.36065573770491804,0.639344262295082,0.4,0.04918032786885246,58,23,9,24,22,58,31,40,23,34,59
00-0038935,B.Strange,JAX,JAX,2024,TE,17,30,0.4542,8,8,8,18.95,2,0.0908,411,40,0.333,0.132,2.99,7.64,71.428,0.76,0.417,0.6964285714285714,0.34615384615384615,0.40384615384615385,0.38461538461538464,0.6727272727272727,0.4444444444444444,0.10714285714285714,0.8035714285714286,0.30357142857142855,0.5,0.6607142857142857,18,32,32,33,18,31,51,12,40,28,20
00-0033895,G.Everett,LA,LA,2018,TE,16,30,0.4316,8,8,8,11.96,3,0.0847,322,33,0.167,0.118,4.36,6.04,66.014,-0,0.389,0.543859649122807,0.40816326530612246,0.4489795918367347,0.3877551020408163,0.30357142857142855,0.17543859649122806,0.9298245614035088,0.24561403508771928,0.45614035087719296,0.44642857142857145,0.2631578947368421,27,30,28,31,38,48,5,44,32,32,43
00-0030710,T.Burton,PHI,PHI,2016,TE,15,30,0.4124,8,8,8,3.66,1,0.0993,327,37,0.125,0.083,2.92,8.54,58.379,0.11,0.6,0.2833333333333333,0.125,0.4166666666666667,0.3333333333333333,0.15517241379310345,0.10714285714285714,0.65,0.5833333333333334,0.21666666666666667,0.7833333333333333,0.7833333333333333,44,43,29,33,50,51,22,26,48,14,14
00-0035329,D.Parham,LAC,LAC,2022,TE,6,30,0.3979,8,8,8,8.14,1,0.0482,130,10,0.5,0.333,2.73,7.05,80,-0.57,0.5,0.6461538461538462,0.48936170212765956,0.2127659574468085,0.40425531914893614,0.7580645161290323,0.9836065573770492,0.12307692307692308,0.5230769230769231,0.8615384615384616,0.75,0.16923076923076924,24,25,38,29,9,1,58,32,8,11,55
00-0036040,J.Johnson,NO,NO,2023,TE,13,31,0.5087,8,8,8,-4.49,4,0.1274,368,37,0.375,0.136,2.82,7.94,67.277,0.24,0.45,0.1016949152542373,0.8214285714285714,0.6964285714285714,0.625,0.8070175438596491,0.43859649122807015,0.11864406779661017,0.7966101694915254,0.3220338983050847,0.5087719298245614,0.4915254237288136,54,11,18,22,12,33,53,13,41,29,31
00-0033879,O.Howard,TB,TB,2019,TE,14,31,0.4927,8,8,8,9.39,1,0.0906,459,34,0.125,0.245,2.4,9.87,66.375,0.18,0.333,0.5967741935483871,0.12962962962962962,0.4074074074074074,0.6851851851851852,0.1724137931034483,0.8852459016393442,0.08064516129032258,0.8225806451612904,0.4838709677419355,0.3709677419354839,0.41935483870967744,26,47,33,18,49,8,58,12,33,39,37
00-0030472,J.Reed,SF,SF,2020,TE,10,31,0.4784,8,8,8,4.33,4,0.1217,231,26,0.5,0.065,2.06,8.6,53.432,0.88,0.304,0.3103448275862069,0.8214285714285714,0.6964285714285714,0.39285714285714285,0.8245614035087719,0.10526315789473684,0.06896551724137931,0.6379310344827587,0.10344827586206896,0.17543859649122806,0.7931034482758621,41,11,18,35,7,52,55,22,53,48,13
00-0033881,E.Engram,NYG,NYG,2021,TE,15,31,0.4636,8,8,8,-10.75,4,0.1315,408,46,0.4,0.11,3.32,4.73,60.425,0.18,0.321,0.03125,0.6842105263157895,0.7017543859649122,0.543859649122807,0.7741935483870968,0.21666666666666667,0.5,0.203125,0.3125,0.22950819672131148,0.453125,63,19,18,27,14,48,33,52,45,48,36
00-0030108,R.Griffin,HOU,HOU,2017,TE,7,31,0.453,8,8,8,5.5,1,0.0992,158,13,0.333,0.115,3.18,10.06,53.611,-0.37,0.5,0.5573770491803278,0.39622641509433965,0.5283018867924528,0.37735849056603776,0.6949152542372882,0.31666666666666665,0.6885245901639344,0.7868852459016393,0.19672131147540983,0.7,0.22950819672131148,28,31,26,34,17,41,20,14,50,19,48
00-0038041,J.Ferguson,DAL,DAL,2024,TE,14,31,0.4496,8,8,8,-12.71,0,0.153,494,59,0,0.128,3.35,3.78,70.048,0.43,0.188,0,0,0.75,0.6346153846153846,0,0.42592592592592593,0.26785714285714285,0.14285714285714285,0.26785714285714285,0.1111111111111111,0.5,57,53,14,20,47,32,42,49,42,49,29
00-0029587,R.Ellison,NYG,NYG,2018,TE,14,31,0.4242,8,8,8,13.53,1,0.0643,274,25,0.2,0.229,4.9,7.83,64.444,0.23,0.5,0.5789473684210527,0.14285714285714285,0.2653061224489796,0.3469387755102041,0.39285714285714285,0.7719298245614035,0.9649122807017544,0.5087719298245614,0.3333333333333333,0.6785714285714286,0.40350877192982454,25,43,37,33,34,14,3,29,39,17,35
00-0032134,C.Uzomah,CIN,CIN,2016,TE,10,31,0.4088,8,8,8,2.78,1,0.1022,234,25,0.167,0.079,3.24,7.58,68.167,0.07,0.417,0.25,0.22916666666666666,0.4375,0.3541666666666667,0.27586206896551724,0.07142857142857142,0.8,0.4,0.55,0.36666666666666664,0.7666666666666667,46,37,28,32,41,53,13,37,28,39,15
00-0034829,M.Gesicki,MIA,MIA,2022,TE,17,31,0.3869,8,8,8,2.03,5,0.0855,362,32,0.357,0.189,2.88,10.63,58.022,-0.64,0.333,0.36923076923076925,0.723404255319149,0.425531914893617,0.3829787234042553,0.6612903225806451,0.7213114754098361,0.16923076923076924,0.9076923076923077,0.18461538461538463,0.359375,0.15384615384615385,42,14,28,30,22,18,55,7,54,41,56
00-0036876,K.Granson,IND,IND,2023,TE,15,32,0.4896,8,8,8,11.46,1,0.0909,368,30,0.167,0.16,3.66,8.15,59.524,-0.34,0.333,0.576271186440678,0.23214285714285715,0.5535714285714286,0.5535714285714286,0.24561403508771928,0.5614035087719298,0.6271186440677966,0.864406779661017,0.13559322033898305,0.21052631578947367,0.22033898305084745,26,42,26,26,43,26,23,9,52,45,47
00-0031951,J.O'Shaughnessy,JAX,JAX,2019,TE,5,32,0.4702,8,8,8,7.41,2,0.1075,153,14,0.5,0.15,3.88,4.01,80,-1.66,0,0.4838709677419355,0.8703703703703703,0.5555555555555556,0.6111111111111112,0.8275862068965517,0.4262295081967213,0.8225806451612904,0.06451612903225806,0.8387096774193549,0,0,33,8,25,22,7,35,12,59,11,61,63
00-0036556,B.Jordan,HOU,HOU,2021,TE,9,32,0.4457,8,8,8,5.79,3,0.0856,178,20,0.75,0.071,5.78,7.18,57.143,-0.28,0.455,0.5,0.7894736842105263,0.43859649122807015,0.40350877192982454,0.9516129032258065,0.06666666666666667,1,0.625,0.140625,0.5901639344262295,0.21875,33,13,33,35,4,57,1,25,56,25,51
00-0030710,T.Burton,PHI,PHI,2017,TE,15,32,0.4453,8,8,8,19.99,5,0.0568,250,23,0.5,0.188,1.94,12.04,70.238,0.07,0.7,0.9016393442622951,0.7735849056603774,0.18867924528301888,0.2830188679245283,0.847457627118644,0.7666666666666667,0.01639344262295082,0.9836065573770492,0.7868852459016393,0.9666666666666667,0.4426229508196721,7,11,44,39,8,15,61,2,14,3,35
00-0034981,F.Moreau,NO,NO,2024,TE,17,32,0.4387,8,8,8,19.92,5,0.0728,413,32,0.444,0.256,4.52,11.28,60,-1.95,0.273,0.7321428571428571,0.7884615384615384,0.28846153846153844,0.40384615384615385,0.8909090909090909,0.9259259259259259,0.8571428571428571,1,0.07142857142857142,0.18518518518518517,0,16,12,38,32,7,5,9,1,52,45,57
00-0033895,G.Everett,LA,LA,2020,TE,16,32,0.4386,8,8,8,-1.45,1,0.101,417,41,0.2,0.177,3.75,6.6,62.281,0.56,0.476,0.13793103448275862,0.05357142857142857,0.5178571428571429,0.4642857142857143,0.22807017543859648,0.5789473684210527,0.7586206896551724,0.1896551724137931,0.25862068965517243,0.5263157894736842,0.5517241379310345,51,52,28,31,44,25,15,48,44,28,27
00-0033611,R.Seals-Jones,ARI,ARI,2018,TE,15,32,0.4063,8,8,8,-26.38,2,0.1358,343,34,0,0.087,2.73,11.07,50.291,0.2,0.211,0,0.32653061224489793,0.7959183673469388,0.46938775510204084,0,0.10526315789473684,0.21052631578947367,0.9298245614035088,0.05263157894736842,0.10714285714285714,0.3684210526315789,58,34,11,27,45,52,46,5,55,51,37
