receiver_player_id,player,posteam,season,numGames,tgt_share,numYards,numTD,numRec,wr_rank,playerYear,passOffenseTier,qbTier,runOffenseTier,player_name,position,points,NY_posteam,NY_numGames,NY_tgtShare,NY_seasonYards,NY_wr_rank,NY_playerYear,NY_passOffenseTier,NY_qbTier,NY_points,receiver_player_name,epaTier,NY_passFreqTier
00-0034753,Mark Andrews,BAL,2024,17,0.1385542169,673,11,55,3,7,1,1,1,M.Andrews,TE,203.4,BAL,16,0.1658008658,,3,8,1,1,,M.Andrews,1,8
00-0034775,Christian Kirk,JAX,2024,8,0.1734317343,367,1,27,3,7,7,7,7,C.Kirk,WR,70.9,HOU,16,0.2056778679,,3,8,6,5,,C.Kirk,7,3
00-0034827,D.J. Moore,CHI,2024,17,0.221875,968,6,98,2,7,8,8,6,D.Moore,WR,238.1,CHI,16,0.2315651174,,1,8,5,6,,D.Moore,8,2
00-0034829,Mike Gesicki,CIN,2024,17,0.1184022825,665,2,65,3,7,1,1,8,M.Gesicki,TE,141.5,CIN,16,0.1626297578,,3,8,1,1,,M.Gesicki,3,1
00-0034837,Calvin Ridley,TEN,2024,17,0.206185567,1009,4,64,1,6,6,7,6,C.Ridley,WR,199.2,TEN,16,0.2360234445,,1,7,7,7,,C.Ridley,6,6
00-0034844,Saquon Barkley,PHI,2024,16,0.09555555556,278,2,33,4,7,5,3,1,S.Barkley,RB,455.7,PHI,16,0.09858507902,,5,8,4,3,,S.Barkley,5,8
00-0034860,Dante Pettis,NO,2024,8,0.1043165468,122,1,12,8,6,6,6,4,D.Pettis,WR,32,NO,16,0.1317757009,,7,7,7,8,,D.Pettis,NA,5
00-0034960,Jakobi Meyers,LV,2024,15,0.218487395,1029,4,87,2,6,6,8,8,J.Meyers,WR,218,LV,16,0.2355464379,,2,7,6,7,,J.Meyers,6,3
00-0034975,Justice Hill,BAL,2024,15,0.1135857461,383,3,42,5,5,1,1,1,J.Hill,RB,147.3,BAL,16,0.1355932203,,6,6,1,1,,J.Hill,5,8
00-0035208,Olamide Zaccheaus,WAS,2024,17,0.1111111111,506,3,45,4,6,3,2,1,O.Zaccheaus,WR,127.9,CHI,16,0.1560996939,,6,7,5,6,,O.Zaccheaus,3,2
00-0035229,T.J. Hockenson,MIN,2024,10,0.161038961,455,0,41,3,6,2,3,7,T.Hockenson,TE,103.9,MIN,16,0.174452253,,3,7,3,5,,T.Hockenson,8,4
00-0035249,Josh Oliver,MIN,2024,15,0.05353728489,258,3,22,6,5,2,3,7,J.Oliver,TE,67.3,MIN,16,0.09879032258,,7,6,3,5,,J.Oliver,NA,4
00-0035406,Lil'Jordan Humphrey,DEN,2024,17,0.07575757576,293,1,31,6,6,4,4,5,L.Humphrey,WR,64.3,NYG,16,0.1277258567,,4,7,8,7,,L.Humphrey,8,5
00-0035500,Greg Dortch,ARI,2024,17,0.08741258741,342,3,37,5,4,5,4,3,G.Dortch,WR,90.3,ARI,16,0.1192226891,,4,5,5,3,,G.Dortch,8,6
00-0035535,Darius Slayton,NYG,2024,16,0.1196013289,573,2,39,3,6,8,8,5,D.Slayton,WR,110,NYG,16,0.1632302405,,3,7,8,7,,D.Slayton,7,2
00-0035640,D.K. Metcalf,SEA,2024,15,0.1889081456,992,5,66,2,6,4,6,5,D.Metcalf,WR,191.2,PIT,16,0.2070874862,,1,7,6,8,,D.Metcalf,7,7
00-0035644,Noah Fant,SEA,2024,14,0.1196261682,500,1,48,3,6,4,6,5,N.Fant,TE,104,SEA,16,0.132780083,,3,7,5,4,,N.Fant,8,2
00-0035659,Terry McLaurin,WAS,2024,17,0.2048611111,1096,13,82,1,6,3,2,1,T.McLaurin,WR,322.5,WAS,16,0.2266634753,,1,7,2,2,,T.McLaurin,1,6
